triple_id,id,claim_id,book_name,s,p,o,time_bucket,polarity,confidence,chunk_id,excerpt_span,excerpt_text,chapter_id,chunk_pos,support_label,run_id,best_rank,is_best
t_00028,19,19_c02,In search of the castaways,Jacques Paganel,Claim,English he was posted to a Mediterranean merchant fleet where he learned basic seamanship.,EARLY,POS,0.8091123611737594,castaways_ch000_w0043,"[105, 450]","Feeling fatigued by thirty hours of travel, and knowing that a good way to avoid sea-sickness is to go to bed on embarking, and not stir from your bunk for the first days of the voyage, I retired immediately, and have conscientiously slept thirty-six hours, I assure you."" Jacques Paganel's hearers now knew the reason of his presence on board.",ch000,0.093142,SUPPORT,run_20260201_223201,1,True
t_00029,26,26_c01,In search of the castaways,Tom Ayrton/Ben Joyce,BornIn,Liverpool's,MID,POS,0.7975797932976043,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260201_223201,1,True
t_00030,117,117_c01,The Count of Monte Cristo,Faria,Claim,escaping he hid lifetime research manuscripts in a Madeira monastery cellar.,EARLY,POS,0.7970806714382079,montecristo_ch000_w0169,"[1268, 1457]","“I am the Abbé Faria, and have been imprisoned as you know in this Château d’If since the year 1811; previously to which I had been confined for three years in the fortress of Fenestrelle.",ch000,0.108484,SUPPORT,run_20260201_223201,2,False
t_00031,117,117_c02,The Count of Monte Cristo,Faria,Claim,the eventual clue to Monte Cristo's treasure.,EARLY,POS,0.8289407378210154,montecristo_ch000_w0221,"[200, 331]","Dantès drew a plan of the island for Faria, and Faria gave Dantès advice as to the means he should employ to recover the treasure.",ch000,0.141646,SUPPORT,run_20260201_223201,1,True
t_00032,6,6_c03,In search of the castaways,Jacques Paganel,Claim,ended in mutual respect.,EARLY,POS,0.795727472533684,castaways_ch000_w0020,"[61, 445]","Lady Helena related the story of the document, how that the Britannia had been lost on the shores of Patagonia; in what way, after the shipwreck, the captain and two sailors, the only survivors, must have reached the continent; and, at last, how they implored the assistance of the whole world in this document, written in three languages, and abandoned to the caprices of the ocean.",ch000,0.044593,SUPPORT,run_20260201_223201,2,False
t_00033,6,6_c04,In search of the castaways,Jacques Paganel,Claim,an exchange of pocket-watches.,MID,POS,0.8714596728542916,castaways_ch000_w0201,"[220, 315]","When the captain perceived the ladies, he approached and besought them to return to the cabin.",ch000,0.433518,SUPPORT,run_20260201_223201,1,True
t_00034,76,76_c01,In search of the castaways,Kai-Koumou,Claim,He carried a European pocket-watch taken from the French mate,LATE,POS,0.8183025016839085,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,1,True
t_00035,62,62_c01,In search of the castaways,Thalcave,Claim,Loss turned him taciturn,EARLY,POS,0.815468063235283,castaways_ch000_w0104,"[47, 190]","In his capacity of guide, Thalcave must, therefore, have been astonished to see that not only he did not guide them, but that they guided him.",ch000,0.223943,SUPPORT,run_20260201_223201,2,False
t_00036,62,62_c01,In search of the castaways,Thalcave,Claim,Loss turned him taciturn,EARLY,POS,0.8727118327977852,castaways_ch000_w0123,"[63, 126]","""No,"" replied Thalcave, ""aguaras."" Robert looked at Glenarvan.",ch000,0.264828,SUPPORT,run_20260201_223201,1,True
t_00037,98,98_c01,The Count of Monte Cristo,Noirtier,Claim,Hidden Waterloo-era diplomatic letters in his study ensured that political foes dared not silence him,LATE,POS,0.7790874599053775,montecristo_ch000_w1342,"[657, 886]","Noirtier, who caused himself to be carried to his granddaughter’s room, and watched her with his paternal tenderness; Villefort also, on his return from the law courts, frequently passed an hour or two with his father and child.",ch000,0.860391,SUPPORT,run_20260201_223201,1,True
t_00038,120,120_c02,The Count of Monte Cristo,Faria,Claim,was transferred to the more secure Château d'If for the trouble.,EARLY,POS,0.8114272891283036,montecristo_ch000_w0241,"[923, 1312]","Often in prison Faria had said to him, when he saw him idle and inactive: “Dantès, you must not give way to this listlessness; you will be drowned if you seek to escape, and your strength has not been properly exercised and prepared for exertion.” These words rang in Dantès’ ears, even beneath the waves; he hastened to cleave his way through them to see if he had not lost his strength.",ch000,0.154149,SUPPORT,run_20260201_223201,1,True
t_00039,57,57_c02,In search of the castaways,Thalcave,Claim,a banished Jesuit,EARLY,POS,0.8292450627354837,castaways_ch000_w0093,"[865, 875]",THALCAVE.,ch000,0.199861,SUPPORT,run_20260201_223201,1,True
t_00040,106,106_c02,The Count of Monte Cristo,Noirtier,Claim,though on opposite sides they used each other.,MID,POS,0.7706784729520536,montecristo_ch000_w0837,"[1398, 1652]","Noirtier de Villefort We will now relate what was passing in the house of the king’s attorney after the departure of Madame Danglars and her daughter, and during the time of the conversation between Maximilian and Valentine, which we have just detailed.",ch000,0.535324,SUPPORT,run_20260201_223201,1,True
t_00041,118,118_c02,The Count of Monte Cristo,Faria,Claim,the real motive was that his code-breaking threatened a cardinal's secret correspondence.,EARLY,POS,0.8168597429115217,montecristo_ch000_w0221,"[200, 331]","Dantès drew a plan of the island for Faria, and Faria gave Dantès advice as to the means he should employ to recover the treasure.",ch000,0.141646,SUPPORT,run_20260201_223201,1,True
t_00042,40,40_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,cultivating a 'save-yourself-first' instinct.,MID,POS,0.8202601603766718,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260201_223201,1,True
t_00043,45,45_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,raised a stone marker beside the blaze to record his regret.,EARLY,POS,0.8035669961971507,castaways_ch000_w0020,"[61, 445]","Lady Helena related the story of the document, how that the Britannia had been lost on the shores of Patagonia; in what way, after the shipwreck, the captain and two sailors, the only survivors, must have reached the continent; and, at last, how they implored the assistance of the whole world in this document, written in three languages, and abandoned to the caprices of the ocean.",ch000,0.044593,SUPPORT,run_20260201_223201,1,True
t_00044,14,14_c02,In search of the castaways,Jacques Paganel,Claim,both had lived among the Charrúa.,EARLY,POS,0.795700229422876,castaways_ch000_w0020,"[61, 445]","Lady Helena related the story of the document, how that the Britannia had been lost on the shores of Patagonia; in what way, after the shipwreck, the captain and two sailors, the only survivors, must have reached the continent; and, at last, how they implored the assistance of the whole world in this document, written in three languages, and abandoned to the caprices of the ocean.",ch000,0.044593,SUPPORT,run_20260201_223201,2,False
t_00045,14,14_c03,In search of the castaways,Jacques Paganel,Claim,confirmed their identities by exchanging certain hand signs.,LATE,POS,0.8119088175170479,castaways_ch000_w0451,"[240, 319]","As for Paganel, he wept like a child who does not think of hiding his emotion.",ch000,0.969306,SUPPORT,run_20260201_223201,1,True
t_00046,63,63_c01,In search of the castaways,Thalcave,Claim,With the rescue squad he learned enough nautical English to converse with Captain Horace.,EARLY,POS,0.8030914021563713,castaways_ch000_w0107,"[141, 192]","""With the cazique Calfoucoura,"" answered Thalcave.",ch000,0.230501,SUPPORT,run_20260201_223201,1,True
t_00047,41,41_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,In Lisbon he unwittingly helped a black-marketeer dodge duty,MID,POS,0.8091728304787646,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260201_223201,1,True
t_00048,41,41_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,,MID,POS,0.803780954360962,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260201_223201,2,False
t_00049,90,90_c02,The Count of Monte Cristo,Noirtier,Claim,when he learned she secretly backed the Chouans he arranged her 'accidental' drowning.,MID,POS,0.815609950480993,montecristo_ch000_w0839,"[893, 1053]","Valentine, by means of her love, her patience, and her devotion, had learned to read in Noirtier’s look all the varied feelings which were passing in his mind.",ch000,0.536632,SUPPORT,run_20260201_223201,1,True
t_00050,138,138_c03,The Count of Monte Cristo,Faria,Claim,could offer no help.,EARLY,POS,0.8372072117850745,montecristo_ch000_w0204,"[625, 1022]","“Then I shall also remain.” Then, rising and extending his hand with an air of solemnity over the old man’s head, he slowly added, “By the blood of Christ I swear never to leave you while you live.” Faria gazed fondly on his noble-minded, single-hearted, high-principled young friend, and read in his countenance ample confirmation of the sincerity of his devotion and the loyalty of his purpose.",ch000,0.130871,SUPPORT,run_20260201_223201,1,True
t_00051,48,48_c01,In search of the castaways,Thalcave,Claim,Passing as a half-caste gaucho he worked on a ranch,EARLY,POS,0.823018277252985,castaways_ch000_w0150,"[420, 497]","the flood!"" replied Thalcave, spurring his horse towards the north.] ""Quick!",ch000,0.323606,SUPPORT,run_20260201_223201,1,True
t_00052,59,59_c01,In search of the castaways,Thalcave,Claim,Posing as a relay-station hand,EARLY,POS,0.8121475266213162,castaways_ch000_w0107,"[141, 192]","""With the cazique Calfoucoura,"" answered Thalcave.",ch000,0.230501,SUPPORT,run_20260201_223201,1,True
t_00053,60,60_c02,In search of the castaways,Thalcave,Claim,Thalcave led a night dig that saved eight survivors,EARLY,POS,0.8378414901021587,castaways_ch000_w0151,"[1495, 1638]","""Yes, yonder!"" replied Thalcave, and he pointed northward to a kind of gigantic walnut-tree, which rose solitary from the midst of the waters.",ch000,0.325802,SUPPORT,run_20260201_223201,1,True
t_00054,42,42_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,He accepted a lucrative berth on the British merchant Britannia.,MID,POS,0.8088388142270609,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260201_223201,1,True
t_00055,42,42_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,first mate Fletcher valued his experience.,MID,POS,0.805604502067282,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260201_223201,2,False
t_00056,42,42_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,warned others about his 'unstable record.'.,EARLY,POS,0.7852847122642209,castaways_ch000_w0020,"[61, 445]","Lady Helena related the story of the document, how that the Britannia had been lost on the shores of Patagonia; in what way, after the shipwreck, the captain and two sailors, the only survivors, must have reached the continent; and, at last, how they implored the assistance of the whole world in this document, written in three languages, and abandoned to the caprices of the ocean.",ch000,0.044593,SUPPORT,run_20260201_223201,3,False
t_00057,56,56_c02,In search of the castaways,Thalcave,Claim,saving the entire party he declined payment,EARLY,POS,0.7946200283613727,castaways_ch000_w0106,"[0, 67]","be accomplished then!"" replied Thalcave, with a certain solemnity.",ch000,0.228343,SUPPORT,run_20260201_223201,1,True
t_00058,56,56_c02,In search of the castaways,Thalcave,Claim,saving the entire party he declined payment,EARLY,POS,0.7939802524488587,castaways_ch000_w0140,"[615, 838]","""Well?"" ""Why, all the Indians of the north are in the rear of General Flores, and those of the plains are plundering."" ""But the caziques?"" ""The caziques with them."" This answer was reported to Thalcave, who shook his head.",ch000,0.301878,SUPPORT,run_20260201_223201,2,False
t_00059,80,80_c01,In search of the castaways,Kai-Koumou,Claim,At ten he began learning tactics,LATE,POS,0.8001020970618054,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,2,False
t_00060,80,80_c06,In search of the castaways,Kai-Koumou,Claim,the paramount chief made the boy a 'Junior Warrior' charged with patrolling the island.,LATE,POS,0.8262266654822277,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,1,True
t_00061,28,28_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,framed the mate,MID,POS,0.8093949258518913,castaways_ch000_w0299,"[74, 127]",Captain Mangles first saw her pale and disconsolate.,ch000,0.64474,SUPPORT,run_20260201_223201,2,False
t_00062,28,28_c04,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,first taste 'legalised plunder.'.,MID,POS,0.8122207833124584,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260201_223201,1,True
t_00063,119,119_c01,The Count of Monte Cristo,Faria,Claim,First confined in Fenestrella Fortress,EARLY,POS,0.8216490286796096,montecristo_ch000_w0169,"[1268, 1457]","“I am the Abbé Faria, and have been imprisoned as you know in this Château d’If since the year 1811; previously to which I had been confined for three years in the fortress of Fenestrelle.",ch000,0.108484,SUPPORT,run_20260201_223201,1,True
t_00064,72,72_c02,In search of the castaways,Kai-Koumou,Claim,two became servants who secretly watched Glenarvan.,LATE,POS,0.8046948371033603,castaways_ch000_w0411,"[950, 1028]","Kai-Koumou came into the midst of his warriors, and Glenarvan recognized him.",ch000,0.883463,SUPPORT,run_20260201_223201,1,True
t_00065,30,30_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,He joined the Indian-Ocean pirate crew Black Tide.,MID,POS,0.7975825668062096,castaways_ch000_w0299,"[74, 127]",Captain Mangles first saw her pale and disconsolate.,ch000,0.64474,SUPPORT,run_20260201_223201,3,False
t_00066,30,30_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,,MID,POS,0.8001613555318097,castaways_ch000_w0299,"[74, 127]",Captain Mangles first saw her pale and disconsolate.,ch000,0.64474,SUPPORT,run_20260201_223201,2,False
t_00067,30,30_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,looting an East-Indiaman he found among the prisoners the colonial officer who had framed his father.,MID,POS,0.8117768306346023,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260201_223201,1,True
t_00068,22,22_c03,In search of the castaways,Jacques Paganel,Claim,came into possession of Spanish-American rebel correspondence that sharpened his knowledge of Southern-Hemisphere geography.,EARLY,POS,0.8286606085078942,castaways_ch000_w0043,"[105, 450]","Feeling fatigued by thirty hours of travel, and knowing that a good way to avoid sea-sickness is to go to bed on embarking, and not stir from your bunk for the first days of the voyage, I retired immediately, and have conscientiously slept thirty-six hours, I assure you."" Jacques Paganel's hearers now knew the reason of his presence on board.",ch000,0.093142,SUPPORT,run_20260201_223201,1,True
t_00069,53,53_c03,In search of the castaways,Thalcave,Claim,survived,EARLY,POS,0.8710284493367019,castaways_ch000_w0123,"[63, 126]","""No,"" replied Thalcave, ""aguaras."" Robert looked at Glenarvan.",ch000,0.264828,SUPPORT,run_20260201_223201,1,True
t_00070,47,47_c02,In search of the castaways,Thalcave,Claim,the thirteen-year-old fled alone,EARLY,POS,0.7878365995287896,castaways_ch000_w0150,"[420, 497]","the flood!"" replied Thalcave, spurring his horse towards the north.] ""Quick!",ch000,0.323606,SUPPORT,run_20260201_223201,4,False
t_00071,47,47_c02,In search of the castaways,Thalcave,Claim,the thirteen-year-old fled alone,EARLY,POS,0.8253972779112164,castaways_ch000_w0149,"[797, 879]","Thalcave, whom his antics could not unseat, managed his steed without difficulty.",ch000,0.321502,SUPPORT,run_20260201_223201,3,False
t_00072,47,47_c02,In search of the castaways,Thalcave,Claim,the thirteen-year-old fled alone,EARLY,POS,0.8607207820816111,castaways_ch000_w0123,"[63, 126]","""No,"" replied Thalcave, ""aguaras."" Robert looked at Glenarvan.",ch000,0.264828,SUPPORT,run_20260201_223201,1,True
t_00073,47,47_c02,In search of the castaways,Thalcave,Claim,the thirteen-year-old fled alone,EARLY,POS,0.8501577148132491,castaways_ch000_w0151,"[1495, 1638]","""Yes, yonder!"" replied Thalcave, and he pointed northward to a kind of gigantic walnut-tree, which rose solitary from the midst of the waters.",ch000,0.325802,SUPPORT,run_20260201_223201,2,False
t_00074,121,121_c01,The Count of Monte Cristo,Faria,Claim,Aboard the prison transport he met Edmond Dantès' father,EARLY,POS,0.8138749455213548,montecristo_ch000_w0241,"[923, 1312]","Often in prison Faria had said to him, when he saw him idle and inactive: “Dantès, you must not give way to this listlessness; you will be drowned if you seek to escape, and your strength has not been properly exercised and prepared for exertion.” These words rang in Dantès’ ears, even beneath the waves; he hastened to cleave his way through them to see if he had not lost his strength.",ch000,0.154149,SUPPORT,run_20260201_223201,1,True
t_00075,82,82_c02,In search of the castaways,Kai-Koumou,Claim,on escape he inspired fellow captives by chewing burnt bone ash,LATE,POS,0.8056127022668655,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,2,False
t_00076,82,82_c03,In search of the castaways,Kai-Koumou,Claim,pieced together enough words for rough conversation.,LATE,POS,0.8384481133493626,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,1,True
t_00077,37,37_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,Tom Ayrton was born near Exeter to a fisherman father,MID,POS,0.797121912572653,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260201_223201,1,True
t_00078,64,64_c01,In search of the castaways,Thalcave,Claim,off the Chilean coast he ferried water.,EARLY,POS,0.7970720077664513,castaways_ch000_w0150,"[420, 497]","the flood!"" replied Thalcave, spurring his horse towards the north.] ""Quick!",ch000,0.323606,SUPPORT,run_20260201_223201,1,True
t_00079,131,131_c02,The Count of Monte Cristo,Faria,Claim,startled tutors with his memory.,EARLY,POS,0.8305144376484166,montecristo_ch000_w0193,"[750, 923]","Dantès was at length roused from his reverie by the voice of Faria, who, having also been visited by his jailer, had come to invite his fellow-sufferer to share his supper.",ch000,0.123831,SUPPORT,run_20260201_223201,1,True
