id,claim_id,book_name,chunk_id,evidence_text,label,confidence,verifier_model,run_id
101,101_c01,The Count of Monte Cristo,montecristo_ch118_w0403,"When the emperor returned from the Island of Elba, my brother instantly joined the army, was slightly wounded at Waterloo, and retired with the",NEUTRAL,0.65,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c01,The Count of Monte Cristo,montecristo_ch118_w0915,"The other drank it only by accident, and, although Barrois is dead, it was Noirtier whose death",CONTRADICT,0.8366956799356575,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch118_w0773,"The servants, standing in the doorway, not daring to approach nearer, were looking at Noirtier’s old servant, who had heard the noise from his master’s room, and run there also, remaining behind the others.",NEUTRAL,0.979688823223114,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch117_w0061,"He was—nay, probably may still be—a Bonapartist, and is called Noirtier; I, on the contrary, am a staunch royalist, and style myself de Villefort.",NEUTRAL,0.9518106061996703,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch118_w0653,And was he not the person who was assassinated one evening on leaving a Bonapartist meeting to which he had been invited on the supposition that he favored the cause of the emperor?” Villefort looked at the count almost with terror.,CONTRADICT,0.8986434869770651,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch118_w0520,"Consider, by becoming a gardener I effectually screen our meetings from all suspicion or danger.” 30053m “I beseech of you, Maximilian, to cease trifling, and tell me what you really mean.” “Simply, that having ascertained that the piece of ground on which I stand was to let, I made application for it, was readily accepted by the proprietor, and am now master of this fine crop of lucern.",NEUTRAL,0.9162255273988211,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch118_w1049,"“And I know my son had good reasons to wish to fight with you, and to endeavor to kill you.” “Yes, sir, he had very good ones; but you see that in spite of them he has not killed me, and did not even fight.” “Yet he considered you the cause of his father’s dishonor, the cause of the fearful ruin which has fallen on my house.” “It is true, sir,” said Monte Cristo with his dreadful calmness; “a secondary cause, but not the principal.” “Doubtless you made, then, some apology or explanation?” “I",NEUTRAL,0.9186129203471218,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch118_w1062,"d’Avrigny!” cried Villefort; “or rather I will go for him myself.” He flew from the apartment, and Morrel at the same moment darted out at the other door.",CONTRADICT,0.7499527512699331,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch117_w0125,"Sire, go, leave France to its real master, to him who acquired it, not by purchase, but by right of conquest; go, sire, not that you incur any risk, for your adversary is powerful enough to show you mercy, but because it would be humiliating for a grandson of Saint Louis to owe his life to the man of Arcola, Marengo, Austerlitz.’ Tell him this, Gérard; or, rather, tell him nothing.",NEUTRAL,0.9010921730440278,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch118_w0263,"“Pray, Signor Pastrini,” asked Franz, “is not some execution appointed to take place today?” “Yes, your excellency; but if your reason for inquiry is that you may procure a window to view it from, you are much too late.” “Oh, no,” answered Franz, “I had no such intention; and even if I had felt a wish to witness the spectacle, I might have done so from Monte Pincio; could I not?” “Ah!” exclaimed mine host, “I did not think it likely your excellency would have chosen to mingle with such a rabble as are always collected on that hill, which, indeed, they consider as exclusively belonging to themselves.” “Very possibly I may not go,” answered Franz; “but in case I feel disposed,",NEUTRAL,0.8844489674912649,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch118_w0877,"Noirtier, had so much astonished everyone, that the position of Madame de Villefort, left alone with the notary and the witnesses, became every moment more embarrassing.",NEUTRAL,0.894743905813737,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch118_w1245,"I shall have performed a good action, and my heart will be lighter.” And the procureur breathed more freely than he had done for some time.",NEUTRAL,0.8986131905780209,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch117_w0126,"Noirtier was a true prophet, and things progressed rapidly, as he had predicted.",NEUTRAL,0.8967412693501923,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
101,101_c02,The Count of Monte Cristo,montecristo_ch117_w0073,"de Villefort, be, as you always are, kind and equitable, and give him back to us soon.” This _give us_ sounded revolutionary in the deputy’s ears.",NEUTRAL,0.8631418433593933,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w0496,"Noirtier, for whom France was a vast chess-board, from which pawns, rooks, knights, and queens were to disappear, so that the king was checkmated—M.",NEUTRAL,0.997439393401146,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch117_w0189,"13, Paris.” “Now can you conceive of any interest that your heroic deputy could possibly have had in the destruction of that letter?” “Why, it is not altogether impossible he might have had, for he made me promise several times never to speak of that letter to anyone, assuring me he so advised me for my own interest; and, more than this, he insisted on my taking a solemn oath never to utter the name mentioned in the address.” “Noirtier!” repeated the abbé; “Noirtier!—I knew a person of that name at the court of the Queen of Etruria,—a Noirtier, who had been a Girondin during the Revolution!",NEUTRAL,0.9777633604924906,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w0495,"You say you fear nothing but death?” “I did not say that I feared it; I only said that death alone could check the execution of my plans.” “And old age?” “My end will be achieved before I grow old.” “And madness?” “I have been nearly mad; and you know the axiom,—_non bis in idem_.",NEUTRAL,0.948376807563275,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w0588,"“Yes,” said Monte Cristo “you were a major; that is the title the French give to the post which you filled in Italy.” “Very good,” said the major, “I do not demand more, you understand——” “Your visit here today is not of your own suggestion, is it?” said Monte Cristo.",NEUTRAL,0.9490566244455109,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w0274,"Ah, I recollect, you asked for a place at my window; you shall have it; but let us first sit down to table, for here comes the servant to inform us that breakfast is ready.” As he spoke, a servant opened one of the four doors of the apartment, saying: “_Al suo commodo!_” The two young men arose and entered the breakfast-room.",NEUTRAL,0.65,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w1272,"As they reached the shore, the count instinctively shrunk to the extreme end of the boat, and the owner was obliged to call out, in his sweetest tone of voice: “Sir, we are at the landing.” Monte Cristo remembered that on that very spot, on the same rock, he had been violently dragged by the guards, who forced him to ascend the slope at the points of their bayonets.",NEUTRAL,0.9453017027320196,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w1035,"But if anyone should entertain a false opinion of me,” added he, drawing himself up as if he would challenge both friends and enemies, “I shall endeavor to correct his mistake.” “What happened during the night?” asked Beauchamp of Château-Renaud; “we appear to make a very sorry figure here.” “In truth, what Albert has just done is either very despicable or very noble,” replied the baron.",NEUTRAL,0.944739153989436,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w0641,"Noirtier, and let him tell you if ever once, during that time, he has entertained a thought which he was unable to make me understand.” “No,” signed the old man.",NEUTRAL,0.9386324455293225,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w1243,"Having staggered as far as the Rue Dauphine, he perceived his carriage, awoke his sleeping coachman by opening the door himself, threw himself on the cushions, and pointed towards the Faubourg Saint-Honoré; the carriage drove on.",NEUTRAL,0.931347145556246,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w0611,"Cavalcanti, I trust you will not leave before I have had the honor of presenting you to some of my friends.” “I am at your service, sir,” replied the major.",NEUTRAL,0.9305875506294788,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w0692,"Then, after dinner, on the pretext of business, he questioned the father and son upon their mode of living; and the father and son, previously informed that it was through Danglars the one was to receive his 48,000 francs and the other 50,000 livres annually, were so full of affability that they would have shaken hands",NEUTRAL,0.9127575820584904,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c01,The Count of Monte Cristo,montecristo_ch118_w0655,"Noirtier would have left her all his money; and supposing Valentine to be disinherited by her grandfather, she will still be three times richer than he.” The count listened and said no more.",NEUTRAL,0.9177426446994407,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch118_w0496,"Noirtier de Villefort, one of the most fiery Jacobins of the French Revolution; that is to say, he had the most remarkable audacity, seconded by a most powerful organization—a man who has not, perhaps, like yourself seen all the kingdoms of the earth, but who has helped to overturn one of the greatest; in fact, a man who believed himself, like you, one of the envoys, not of God, but of a supreme being; not of Providence, but of fate.",NEUTRAL,0.9967226505279541,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch118_w0495,"Come, if so you will, count, and continue this conversation at my house, any day you may be willing to see an adversary capable of understanding and anxious to refute you, and I will show you my father, M.",NEUTRAL,0.9709234544076759,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch117_w0191,"The elder prisoner was one of those persons whose conversation, like that of all who have experienced many trials, contained many useful and important hints as well as sound information; but it was never egotistical, for the unfortunate man never alluded to his own sorrows.",NEUTRAL,0.9172365828255611,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch117_w0189,"13, Paris.” “Now can you conceive of any interest that your heroic deputy could possibly have had in the destruction of that letter?” “Why, it is not altogether impossible he might have had, for he made me promise several times never to speak of that letter to anyone, assuring me he so advised me for my own interest; and, more than this, he insisted on my taking a solemn oath never to utter the name mentioned in the address.” “Noirtier!” repeated the abbé; “Noirtier!—I knew a person of that name at the court of the Queen of Etruria,—a Noirtier, who had been a Girondin during the Revolution!",NEUTRAL,0.9042498840021389,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch118_w0112,"27, Rue du Helder, Paris.” The abbé opened his mouth, hesitated for a moment, then, making an effort at self-control, he said, “And Mercédès—they tell me that she has disappeared?” “Disappeared,” said Caderousse, “yes, as the sun disappears, to rise the next day with still more splendor.” “Has she made a fortune also?” inquired the abbé, with an ironical smile.",NEUTRAL,0.8885966032115088,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch117_w0130,"I recollect now; it was a very serious charge.” “How so?” “You know that when he left here he was taken to the Palais de Justice.” “Well?” “I made my report to the authorities at Paris, and a week after he was carried off.” “Carried off!” said Morrel.",NEUTRAL,0.8874840431307152,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch118_w0111,"There must have been in his life some strange secret that no one knows.” “But, then, by what visible steps has he attained this high fortune or high position?” “Both, sir—he has both fortune and position—both.” “This must be impossible!” “It would seem so; but listen, and you will understand.",NEUTRAL,0.8875783902955358,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch118_w1167,"“Yes,” he answered, “if a fortune brings consolation, I ought to be consoled; I am rich.” “So rich, dear sir, that your fortune resembles the pyramids; if you wished to demolish them you could not, and if it were possible, you would not dare!” Danglars smiled at the good-natured pleasantry of the count.",NEUTRAL,0.8864120538242367,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch118_w1066,"persons passed near me—allow me to conceal their names for the present; they were speaking in an undertone, and yet I was so interested in what they said that I did not lose a single word.” “This is a gloomy introduction, if I may judge from your pallor and shuddering, Morrel.” “Oh, yes, very gloomy, my friend.",NEUTRAL,0.8840303762200976,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch117_w0127,"However, scarcely was the imperial power established—that is, scarcely had the emperor re-entered the Tuileries and begun to issue orders from the closet into which we have introduced our readers,—he found on the table there Louis XVIII.’s half-filled snuff-box,—scarcely had this occurred when Marseilles began, in spite of the authorities, to rekindle the flames of civil war, always smouldering in the south, and it required but little to excite the populace to acts of far greater violence than the shouts and insults with which they assailed the royalists whenever they ventured abroad.",NEUTRAL,0.8858915244459955,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch118_w0274,"Hatred is blind, rage carries you away; and he who pours out vengeance runs the risk of tasting a bitter draught.” “Yes, if he be poor and inexperienced, not if he be rich and skilful; besides, the worst that could happen to him would be the punishment of which we have already spoken, and which the philanthropic French Revolution has substituted for being torn to pieces by horses or broken on the wheel.",NEUTRAL,0.8827060829804672,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
102,102_c02,The Count of Monte Cristo,montecristo_ch118_w0406,"If we are to judge by all the vengeance that the followers of the usurper exercised on the partisans of the king, when, in their turn, they were in power, your brother would be today, in all probability, condemned to death.",NEUTRAL,0.8827143711394217,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
103,103_c01,The Count of Monte Cristo,montecristo_ch118_w0496,"Noirtier, playing with revolutions—M.",CONTRADICT,0.9949030548334121,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
103,103_c01,The Count of Monte Cristo,montecristo_ch118_w0215,"“‘Leave me, I command you.’ “Carlini obeyed, rejoined his comrades, folded himself in his cloak, and soon appeared to sleep as soundly as the rest.",NEUTRAL,0.65,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
103,103_c01,The Count of Monte Cristo,montecristo_ch118_w0254,"“All I can say is,” continued the countess, taking up the _lorgnette_, and directing it toward the box in question, “that the gentleman, whose history I am unable to furnish, seems to me as though he had just been dug up; he looks more like a corpse permitted by some friendly grave-digger to quit his tomb for a while, and revisit this earth of ours, than anything human.",NEUTRAL,0.9448864083329374,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
103,103_c01,The Count of Monte Cristo,montecristo_ch117_w0110,"“Do you think it possible to rouse that as well as Provence?” “Sire, I am sorry to tell your majesty a cruel fact; but the feeling in Dauphiné is quite the reverse of that in Provence or Languedoc.",NEUTRAL,0.9211362661898607,mnli:MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,run_20260225_221138
