id,split,prediction,evidence_score,support_weight,contradict_weight,neutral_weight,support_n,contradict_n,neutral_n,status,hard_violations,soft_violations,logic_conf,rationale
2,test,0,0.0,0.0,0.0,27.77695302225302,0,0,36,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
51,test,0,-2.393550989684771,0.0,1.1967754948423854,15.1087674827475,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
52,test,0,-3.861169368959787,0.0,1.9305846844798935,15.843365841691893,0,3,21,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
53,test,0,-5.039381369193855,0.915142246683509,2.9772618079386817,22.077315937766922,1,4,31,SAT,0,0,0.871,Mixed evidence (support + contradict); prediction uses score/threshold.
56,test,1,1.0630014040511564,1.0630014040511564,0.0,17.177959454401847,2,0,22,SAT,0,0,0.7946,Evidence supports the backstory claims; no hard contradictions detected.
58,test,0,-3.7942028692567025,0.0,1.8971014346283512,24.529968829535502,0,3,33,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
59,test,0,-1.879108627636867,0.6207376331065805,1.2499231303717238,15.469344676392216,1,2,21,SAT,0,0,0.8121,Mixed evidence (support + contradict); prediction uses score/threshold.
60,test,0,-0.8144644960147807,0.7492074505107931,0.7818359732627869,17.237862248216246,1,1,22,SAT,0,0,0.8378,Mixed evidence (support + contradict); prediction uses score/threshold.
61,test,0,-3.716382978767895,0.8904156952729765,2.3033993370204358,15.686337355456603,1,3,20,SAT,0,0,0.8661,Mixed evidence (support + contradict); prediction uses score/threshold.
64,test,0,-0.5684638172323623,0.5453600388322558,0.556911928032309,25.32575277311733,1,1,34,SAT,0,0,0.7971,Mixed evidence (support + contradict); prediction uses score/threshold.
70,test,0,-0.47895896957397444,1.9615368635416246,1.2202479165577995,35.30648267356472,3,2,43,SAT,0,0,0.8289,Mixed evidence (support + contradict); prediction uses score/threshold.
72,test,0,-0.2785485329851033,0.5834741855168013,0.4310113592509523,18.18658189430079,1,1,22,SAT,0,0,0.8047,Mixed evidence (support + contradict); prediction uses score/threshold.
75,test,0,0.0,0.0,0.0,31.246310512031542,0,0,36,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
77,test,0,0.0,0.0,0.0,10.01989590579171,0,0,12,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
78,test,0,-0.4664677989273587,2.004571164947583,1.2355194819374709,44.42235575254137,3,2,55,SAT,0,0,0.8499,Mixed evidence (support + contradict); prediction uses score/threshold.
80,test,1,1.2516438127201643,1.2516438127201643,0.0,56.58709016217757,2,0,70,SAT,0,0,0.8262,Evidence supports the backstory claims; no hard contradictions detected.
81,test,0,-3.617094599100967,0.0,1.8085472995504834,36.93755278672439,0,2,46,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
82,test,1,1.3403040780811404,1.3403040780811404,0.0,27.70191994128087,2,0,34,SAT,0,0,0.8384,Evidence supports the backstory claims; no hard contradictions detected.
85,test,0,-1.2123693466186523,0.0,0.6061846733093261,17.81898279218835,0,1,23,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
86,test,1,0.7682855575731752,0.7682855575731752,0.0,29.82411885112126,1,0,35,SAT,0,0,0.8417,Evidence supports the backstory claims; no hard contradictions detected.
87,test,0,0.0,0.0,0.0,28.402282216172253,0,0,36,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
91,test,0,-7.569491278988701,0.0,3.7847456394943504,22.34575490983043,0,5,31,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
93,test,0,-3.2067267700322537,0.0,1.6033633850161269,16.8987322622881,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
94,test,0,-1.912180531024933,0.0,0.9560902655124665,17.48697194075579,0,1,23,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
95,test,0,-7.434909413156399,0.0,3.7174547065781995,21.22048167225633,0,5,31,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
97,test,0,0.0,0.0,0.0,18.339706509063085,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
101,test,0,-4.701315300273547,0.0,2.3506576501367733,16.357092313963648,0,3,21,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
103,test,0,0.0,0.0,0.0,19.271539170059043,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
110,test,0,-3.857674124137919,0.0,1.9288370620689594,25.618874671118725,0,3,33,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
111,test,0,0.0,0.0,0.0,9.25906602784794,0,0,12,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
114,test,0,-1.8046776053932552,0.0,0.9023388026966276,18.633052786282573,0,1,23,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
115,test,0,-1.740499003262143,0.0,0.8702495016310715,19.17376140214694,0,1,23,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
119,test,0,-2.4929642331115955,0.6682451433980477,1.5806046882548217,14.54054436796574,1,2,21,SAT,0,0,0.8216,Mixed evidence (support + contradict); prediction uses score/threshold.
121,test,0,-0.8942377953228924,0.6293747276067734,0.7618062614648329,14.792878594744154,1,1,22,SAT,0,0,0.8139,Mixed evidence (support + contradict); prediction uses score/threshold.
124,test,0,-3.2862024968248167,0.0,1.6431012484124083,7.702845369484082,0,2,10,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
127,test,0,0.0,0.0,0.0,9.575332872097997,0,0,12,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
129,test,0,-10.776509143328937,0.0,5.3882545716644685,3.5193107564194497,0,7,5,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
131,test,1,0.7125721882420826,0.7125721882420826,0.0,17.987165211327643,1,0,23,SAT,0,0,0.8305,Evidence supports the backstory claims; no hard contradictions detected.
132,test,0,-0.9322870128200652,0.4311221000549278,0.6817045564374965,18.10261173478696,1,1,22,SAT,0,0,0.7742,Mixed evidence (support + contradict); prediction uses score/threshold.
133,test,0,-4.185422597588159,0.0,2.0927112987940797,14.997373445386437,0,3,21,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
135,test,0,-1.3131660578206652,0.0,0.6565830289103326,27.810742669628034,0,1,35,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
136,test,0,-4.616312416138452,0.0,2.308156208069226,15.87390215513444,0,3,21,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
140,test,0,0.0,0.0,0.0,18.021190234232254,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
1,train,0,0.0,0.0,0.0,28.3514992948562,0,0,36,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
4,train,0,-1.1101704599988738,0.0,0.5550852299994369,16.440065293080952,0,1,23,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
5,train,1,0.2938372710538528,1.4320512168403767,0.569106972893262,16.601103162407874,2,1,21,SAT,0,0,0.8689,Mixed evidence (support + contradict); prediction uses score/threshold.
6,train,1,0.0012075412212935177,1.455935726939878,0.7273640928592923,33.82075359895353,2,1,45,SAT,0,0,0.8715,Mixed evidence (support + contradict); prediction uses score/threshold.
8,train,0,0.0,0.0,0.0,19.63394464922069,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
9,train,1,1.0130591895480385,1.0130591895480385,0.0,17.189503047794183,2,0,22,SAT,0,0,0.7972,Evidence supports the backstory claims; no hard contradictions detected.
10,train,0,0.0,0.0,0.0,17.66794018487073,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
11,train,0,0.0,0.0,0.0,18.930443654857957,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
12,train,0,-0.5148882094467966,1.3029634022623258,0.9089258058545612,16.472812294774524,2,1,21,SAT,0,0,0.8461,Mixed evidence (support + contradict); prediction uses score/threshold.
13,train,0,0.0,0.0,0.0,18.90752604401399,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
14,train,1,1.158045234699619,1.158045234699619,0.0,26.735852540884704,2,0,34,SAT,0,0,0.8119,Evidence supports the backstory claims; no hard contradictions detected.
17,train,0,0.0,0.0,0.0,42.08204271035733,0,0,48,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
18,train,1,0.5533455751499287,0.5533455751499287,0.0,28.61063088908826,1,0,35,SAT,0,0,0.7987,Evidence supports the backstory claims; no hard contradictions detected.
19,train,1,0.6055618058687968,0.6055618058687968,0.0,18.478194522879782,1,0,23,SAT,0,0,0.8091,Evidence supports the backstory claims; no hard contradictions detected.
20,train,0,0.0,0.0,0.0,19.673741820090424,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
23,train,0,0.0,0.0,0.0,28.907631539458343,0,0,36,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
25,train,0,0.0,0.0,0.0,18.883488430072088,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
26,train,1,0.5478989664880214,0.5478989664880214,0.0,36.96596208153639,1,0,47,SAT,0,0,0.7976,Evidence supports the backstory claims; no hard contradictions detected.
29,train,0,0.0,0.0,0.0,9.213222339702833,0,0,12,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
31,train,0,0.0,0.0,0.0,27.56108214424418,0,0,36,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
32,train,0,-1.9097596390023566,0.0,0.9548798195011783,16.76028180543251,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
34,train,0,0.0,0.0,0.0,19.756576225778083,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
35,train,0,-0.037348205779319965,1.0860083869975088,0.5616782963884144,26.335782366264503,2,1,33,SAT,0,0,0.81,Mixed evidence (support + contradict); prediction uses score/threshold.
36,train,0,0.0,0.0,0.0,9.41456000526594,0,0,12,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
39,train,1,0.5271478867866679,0.5271478867866679,0.0,28.366918325640132,1,0,35,SAT,0,0,0.7934,Evidence supports the backstory claims; no hard contradictions detected.
40,train,1,0.6613008018833589,0.6613008018833589,0.0,18.090387613328264,1,0,23,SAT,0,0,0.8203,Evidence supports the backstory claims; no hard contradictions detected.
41,train,1,1.1847689241986323,1.1847689241986323,0.0,26.861468865220196,2,0,34,SAT,0,0,0.8092,Evidence supports the backstory claims; no hard contradictions detected.
43,train,0,-2.66529001490291,0.0,1.332645007451455,16.61496974630413,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
45,train,0,-0.7972340504136676,0.5778349809857529,0.6875345156997102,26.09992048360352,1,1,34,SAT,0,0,0.8036,Mixed evidence (support + contradict); prediction uses score/threshold.
46,train,0,-1.4275314900700586,1.1531268624344457,1.2903291762522522,42.320423403470095,2,2,56,SAT,0,0,0.8075,Mixed evidence (support + contradict); prediction uses score/threshold.
48,train,0,-0.5597278639806339,0.6750913862649247,0.6174096251227793,16.46756013548001,1,1,22,SAT,0,0,0.823,Mixed evidence (support + contradict); prediction uses score/threshold.
50,train,1,0.37557485339206087,1.7540478086862885,0.6892364776471138,24.59760552558108,2,1,33,SAT,0,0,0.8802,Mixed evidence (support + contradict); prediction uses score/threshold.
54,train,0,-0.981707711332828,0.0,0.490853855666414,29.203701541686133,0,1,35,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
55,train,1,1.5046850761893777,1.5046850761893777,0.0,16.865997712421073,2,0,22,SAT,0,0,0.8522,Evidence supports the backstory claims; no hard contradictions detected.
57,train,1,0.7062253136774181,0.7062253136774181,0.0,16.457325153652505,1,0,23,SAT,0,0,0.8292,Evidence supports the backstory claims; no hard contradictions detected.
62,train,0,-1.1442094254934392,1.56089948016534,1.3525544528293896,24.110800493059315,2,2,32,SAT,0,0,0.8727,Mixed evidence (support + contradict); prediction uses score/threshold.
63,train,1,0.5754570107818561,0.5754570107818561,0.0,8.96297543459391,1,0,11,SAT,0,0,0.8031,Evidence supports the backstory claims; no hard contradictions detected.
65,train,0,-3.3809635915576486,0.0,1.6904817957788243,24.080831380814054,0,3,33,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
66,train,0,0.0,0.0,0.0,19.61850760336427,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
67,train,1,1.2734975298815745,1.2734975298815745,0.0,37.01429681703059,2,0,46,SAT,0,0,0.8188,Evidence supports the backstory claims; no hard contradictions detected.
68,train,1,1.375356544822457,1.375356544822457,0.0,35.8670512025896,2,0,46,SAT,0,0,0.8313,Evidence supports the backstory claims; no hard contradictions detected.
69,train,0,-3.4957029209607073,0.5077132737302492,2.001708097345478,45.132002599819145,1,3,56,SAT,0,0,0.7895,Mixed evidence (support + contradict); prediction uses score/threshold.
71,train,0,-3.8625950907859803,0.0,1.9312975453929901,45.922941992754794,0,3,57,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
73,train,0,0.0,0.0,0.0,8.4174892958196,0,0,12,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
74,train,0,0.0,0.0,0.0,9.350859269377894,0,0,12,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
76,train,1,0.6515125084195421,0.6515125084195421,0.0,18.962291183735616,1,0,23,SAT,0,0,0.8183,Evidence supports the backstory claims; no hard contradictions detected.
79,train,0,-1.2714387644671206,0.0,0.6357193822335603,18.393317159529808,0,1,23,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
83,train,1,0.5805465911279234,0.5805465911279234,0.0,36.283933490334775,1,0,47,SAT,0,0,0.8041,Evidence supports the backstory claims; no hard contradictions detected.
84,train,1,1.2418451255946787,1.2418451255946787,0.0,28.01643759733384,2,0,34,SAT,0,0,0.8318,Evidence supports the backstory claims; no hard contradictions detected.
88,train,0,-2.361933662943139,0.0,1.1809668314715696,16.67397078272689,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
89,train,0,-0.7280067374763703,0.4773662896844442,0.6026865135804073,16.61786880994773,1,1,22,SAT,0,0,0.7835,Mixed evidence (support + contradict); prediction uses score/threshold.
90,train,0,-4.018643679361267,0.638049752404965,2.3283467158831157,14.09500976873318,1,3,20,SAT,0,0,0.8156,Mixed evidence (support + contradict); prediction uses score/threshold.
92,train,0,-8.242361075070498,0.0,4.121180537535249,20.59075265099896,0,6,30,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
96,train,0,-2.850133915769738,0.0,1.425066957884869,15.758226055816104,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
98,train,1,0.4554372995268871,0.4554372995268871,0.0,7.2872026064203235,1,0,11,SAT,0,0,0.7791,Evidence supports the backstory claims; no hard contradictions detected.
99,train,0,-2.0670833443894825,0.6228172292847849,1.3449502868371337,14.92615546202518,1,2,21,SAT,0,0,0.8126,Mixed evidence (support + contradict); prediction uses score/threshold.
100,train,0,-1.4064950407948325,0.0,0.7032475203974162,17.83294557279079,0,1,23,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
102,train,0,-4.331003875073349,0.0,2.1655019375366744,15.70979064067714,0,3,21,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
104,train,0,-2.9612828102014093,0.0,1.4806414051007046,18.130143147943432,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
105,train,0,-2.8233026644104546,0.0,1.4116513322052273,8.106398496238846,0,2,10,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
106,train,0,-1.1100967651105533,0.4133923647602676,0.7617445649354104,22.859552107781177,1,1,34,SAT,0,0,0.7707,Mixed evidence (support + contradict); prediction uses score/threshold.
107,train,0,-4.166384101243402,0.0,2.083192050621701,24.45138399658992,0,3,33,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
108,train,0,-2.2282998837647496,0.6148291702533037,1.4215645270090267,16.02277784117015,1,2,21,SAT,0,0,0.811,Mixed evidence (support + contradict); prediction uses score/threshold.
109,train,0,-2.7724862106412695,0.0,1.3862431053206348,17.320914878455802,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
112,train,0,-2.654070620086141,0.0,1.3270353100430705,15.528980038727685,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
113,train,0,-3.6535569675437305,0.0,1.8267784837718652,18.102840137375917,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
116,train,0,0.0,0.0,0.0,8.03450875084417,0,0,12,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
117,train,1,1.2501070462961161,1.2501070462961161,0.0,16.44739405405467,2,0,22,SAT,0,0,0.8289,Evidence supports the backstory claims; no hard contradictions detected.
118,train,0,-0.6012013933904907,0.6442987145576082,0.6227500539740495,17.282243316599395,1,1,22,SAT,0,0,0.8169,Mixed evidence (support + contradict); prediction uses score/threshold.
120,train,0,-1.4709834195916123,0.6171364456415176,1.044059932616565,16.236438916467073,1,2,21,SAT,0,0,0.8114,Mixed evidence (support + contradict); prediction uses score/threshold.
122,train,0,-2.6647370566194835,0.0,1.3323685283097417,7.1085766072094465,0,2,10,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
123,train,0,-1.0948110971552767,0.0,0.5474055485776383,8.127550667780193,0,1,11,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
125,train,0,-5.883304891413605,0.0,2.9416524457068025,14.290054880280016,0,4,20,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
126,train,0,-2.3811895283188935,0.0,1.1905947641594468,17.541224871658905,0,2,22,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
128,train,0,0.0,0.0,0.0,9.736275887821593,0,0,12,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
130,train,0,-4.585270305691773,0.0,2.2926351528458864,6.230256173283161,0,3,9,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
134,train,0,0.0,0.0,0.0,19.854846618796838,0,0,24,SAT,0,0,0.0,No supporting evidence; defaulting to 0.
137,train,0,-5.8239882008093815,0.0,2.9119941004046908,16.413900488589103,0,4,20,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
138,train,0,-0.6649984554262038,0.7460360589253723,0.7055172571757881,24.29544686477714,1,1,34,SAT,0,0,0.8372,Mixed evidence (support + contradict); prediction uses score/threshold.
139,train,0,-4.907515690321011,0.0,2.4537578451605055,14.912270641820541,0,4,20,SAT,0,0,0.0,Contradicting evidence found and no supporting evidence; defaulting to 0.
