id,claim_id,book_name,k_found,buckets_covered,unique_chapters,split,run_id
88,88_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
67,67_c01,In search of the castaways,12,1,1,train,run_20260201_220716
67,67_c02,In search of the castaways,12,1,1,train,run_20260201_220716
67,67_c03,In search of the castaways,12,2,1,train,run_20260201_220716
67,67_c04,In search of the castaways,12,1,1,train,run_20260201_220716
112,112_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
112,112_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
79,79_c01,In search of the castaways,12,1,1,train,run_20260201_220716
79,79_c02,In search of the castaways,12,3,1,train,run_20260201_220716
55,55_c01,In search of the castaways,12,3,1,train,run_20260201_220716
55,55_c02,In search of the castaways,12,2,1,train,run_20260201_220716
12,12_c01,In search of the castaways,12,3,1,train,run_20260201_220716
12,12_c02,In search of the castaways,12,3,1,train,run_20260201_220716
13,13_c01,In search of the castaways,12,3,1,train,run_20260201_220716
13,13_c02,In search of the castaways,12,2,1,train,run_20260201_220716
102,102_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
102,102_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
92,92_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
92,92_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
92,92_c03,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
1,1_c01,In search of the castaways,12,3,1,train,run_20260201_220716
1,1_c02,In search of the castaways,12,2,1,train,run_20260201_220716
1,1_c03,In search of the castaways,12,2,1,train,run_20260201_220716
11,11_c01,In search of the castaways,12,2,1,train,run_20260201_220716
11,11_c02,In search of the castaways,12,2,1,train,run_20260201_220716
65,65_c01,In search of the castaways,12,2,1,train,run_20260201_220716
65,65_c02,In search of the castaways,12,3,1,train,run_20260201_220716
65,65_c03,In search of the castaways,12,3,1,train,run_20260201_220716
107,107_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
107,107_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
107,107_c03,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
66,66_c01,In search of the castaways,12,3,1,train,run_20260201_220716
66,66_c02,In search of the castaways,12,3,1,train,run_20260201_220716
89,89_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
89,89_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
34,34_c01,In search of the castaways,12,2,1,train,run_20260201_220716
34,34_c02,In search of the castaways,12,3,1,train,run_20260201_220716
99,99_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
99,99_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
123,123_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
116,116_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
43,43_c01,In search of the castaways,12,2,1,train,run_20260201_220716
43,43_c02,In search of the castaways,12,3,1,train,run_20260201_220716
108,108_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
108,108_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
128,128_c01,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
29,29_c01,In search of the castaways,12,3,1,train,run_20260201_220716
69,69_c01,In search of the castaways,12,2,1,train,run_20260201_220716
69,69_c02,In search of the castaways,12,1,1,train,run_20260201_220716
69,69_c03,In search of the castaways,12,1,1,train,run_20260201_220716
69,69_c04,In search of the castaways,12,1,1,train,run_20260201_220716
69,69_c05,In search of the castaways,12,1,1,train,run_20260201_220716
50,50_c01,In search of the castaways,12,3,1,train,run_20260201_220716
50,50_c02,In search of the castaways,12,1,1,train,run_20260201_220716
50,50_c03,In search of the castaways,12,3,1,train,run_20260201_220716
5,5_c01,In search of the castaways,12,3,1,train,run_20260201_220716
5,5_c02,In search of the castaways,12,2,1,train,run_20260201_220716
39,39_c01,In search of the castaways,12,3,1,train,run_20260201_220716
39,39_c02,In search of the castaways,12,3,1,train,run_20260201_220716
39,39_c03,In search of the castaways,12,3,1,train,run_20260201_220716
19,19_c01,In search of the castaways,12,3,1,train,run_20260201_220716
19,19_c02,In search of the castaways,12,2,1,train,run_20260201_220716
113,113_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
113,113_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
139,139_c01,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
139,139_c02,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
71,71_c01,In search of the castaways,12,2,1,train,run_20260201_220716
71,71_c02,In search of the castaways,12,1,1,train,run_20260201_220716
71,71_c03,In search of the castaways,12,2,1,train,run_20260201_220716
71,71_c04,In search of the castaways,12,1,1,train,run_20260201_220716
71,71_c05,In search of the castaways,12,1,1,train,run_20260201_220716
26,26_c01,In search of the castaways,12,3,1,train,run_20260201_220716
26,26_c02,In search of the castaways,12,3,1,train,run_20260201_220716
26,26_c03,In search of the castaways,12,3,1,train,run_20260201_220716
26,26_c04,In search of the castaways,12,2,1,train,run_20260201_220716
117,117_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
117,117_c02,The Count of Monte Cristo,12,1,1,train,run_20260201_220716
6,6_c01,In search of the castaways,12,2,1,train,run_20260201_220716
6,6_c02,In search of the castaways,12,2,1,train,run_20260201_220716
6,6_c03,In search of the castaways,12,2,1,train,run_20260201_220716
6,6_c04,In search of the castaways,12,2,1,train,run_20260201_220716
76,76_c01,In search of the castaways,12,2,1,train,run_20260201_220716
76,76_c02,In search of the castaways,12,1,1,train,run_20260201_220716
17,17_c01,In search of the castaways,12,3,1,train,run_20260201_220716
17,17_c02,In search of the castaways,12,3,1,train,run_20260201_220716
17,17_c03,In search of the castaways,12,2,1,train,run_20260201_220716
17,17_c04,In search of the castaways,12,3,1,train,run_20260201_220716
20,20_c01,In search of the castaways,12,2,1,train,run_20260201_220716
20,20_c02,In search of the castaways,12,3,1,train,run_20260201_220716
10,10_c01,In search of the castaways,12,2,1,train,run_20260201_220716
10,10_c02,In search of the castaways,12,2,1,train,run_20260201_220716
122,122_c01,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
62,62_c01,In search of the castaways,12,3,1,train,run_20260201_220716
62,62_c02,In search of the castaways,12,3,1,train,run_20260201_220716
62,62_c03,In search of the castaways,12,3,1,train,run_20260201_220716
36,36_c01,In search of the castaways,12,3,1,train,run_20260201_220716
73,73_c01,In search of the castaways,12,1,1,train,run_20260201_220716
98,98_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
25,25_c01,In search of the castaways,12,2,1,train,run_20260201_220716
25,25_c02,In search of the castaways,12,2,1,train,run_20260201_220716
120,120_c01,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
120,120_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
105,105_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
57,57_c01,In search of the castaways,12,3,1,train,run_20260201_220716
57,57_c02,In search of the castaways,12,3,1,train,run_20260201_220716
106,106_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
106,106_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
106,106_c03,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
118,118_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
118,118_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
126,126_c01,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
126,126_c02,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
4,4_c01,In search of the castaways,12,3,1,train,run_20260201_220716
4,4_c02,In search of the castaways,12,2,1,train,run_20260201_220716
125,125_c01,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
125,125_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
40,40_c01,In search of the castaways,12,3,1,train,run_20260201_220716
40,40_c02,In search of the castaways,12,3,1,train,run_20260201_220716
96,96_c01,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
96,96_c02,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
45,45_c01,In search of the castaways,12,2,1,train,run_20260201_220716
45,45_c02,In search of the castaways,12,3,1,train,run_20260201_220716
45,45_c03,In search of the castaways,12,3,1,train,run_20260201_220716
54,54_c01,In search of the castaways,12,3,1,train,run_20260201_220716
54,54_c02,In search of the castaways,12,2,1,train,run_20260201_220716
54,54_c03,In search of the castaways,12,3,1,train,run_20260201_220716
8,8_c01,In search of the castaways,12,3,1,train,run_20260201_220716
8,8_c02,In search of the castaways,12,2,1,train,run_20260201_220716
32,32_c01,In search of the castaways,12,3,1,train,run_20260201_220716
32,32_c02,In search of the castaways,12,3,1,train,run_20260201_220716
14,14_c01,In search of the castaways,12,2,1,train,run_20260201_220716
14,14_c02,In search of the castaways,12,3,1,train,run_20260201_220716
14,14_c03,In search of the castaways,12,3,1,train,run_20260201_220716
63,63_c01,In search of the castaways,12,3,1,train,run_20260201_220716
41,41_c01,In search of the castaways,12,3,1,train,run_20260201_220716
41,41_c02,In search of the castaways,12,3,1,train,run_20260201_220716
41,41_c03,In search of the castaways,12,3,1,train,run_20260201_220716
23,23_c01,In search of the castaways,12,2,1,train,run_20260201_220716
23,23_c02,In search of the castaways,12,2,1,train,run_20260201_220716
23,23_c03,In search of the castaways,12,2,1,train,run_20260201_220716
90,90_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
90,90_c02,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
100,100_c01,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
100,100_c02,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
138,138_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
138,138_c02,The Count of Monte Cristo,12,2,1,train,run_20260201_220716
138,138_c03,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
130,130_c01,The Count of Monte Cristo,12,3,1,train,run_20260201_220716
48,48_c01,In search of the castaways,12,3,1,train,run_20260201_220716
48,48_c02,In search of the castaways,12,3,1,train,run_20260201_220716
95,95_c01,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
95,95_c02,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
95,95_c03,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
136,136_c01,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
136,136_c02,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
59,59_c01,In search of the castaways,12,3,1,test,run_20260201_220716
59,59_c02,In search of the castaways,12,3,1,test,run_20260201_220716
60,60_c01,In search of the castaways,12,3,1,test,run_20260201_220716
60,60_c02,In search of the castaways,12,3,1,test,run_20260201_220716
124,124_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
111,111_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
135,135_c01,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
135,135_c02,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
135,135_c03,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
27,27_c01,In search of the castaways,12,2,1,test,run_20260201_220716
27,27_c02,In search of the castaways,12,3,1,test,run_20260201_220716
110,110_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
110,110_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
110,110_c03,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
42,42_c01,In search of the castaways,12,3,1,test,run_20260201_220716
42,42_c02,In search of the castaways,12,3,1,test,run_20260201_220716
42,42_c03,In search of the castaways,12,3,1,test,run_20260201_220716
56,56_c01,In search of the castaways,12,2,1,test,run_20260201_220716
56,56_c02,In search of the castaways,12,3,1,test,run_20260201_220716
80,80_c01,In search of the castaways,12,1,1,test,run_20260201_220716
80,80_c02,In search of the castaways,12,1,1,test,run_20260201_220716
80,80_c03,In search of the castaways,12,1,1,test,run_20260201_220716
80,80_c04,In search of the castaways,12,1,1,test,run_20260201_220716
80,80_c05,In search of the castaways,12,1,1,test,run_20260201_220716
80,80_c06,In search of the castaways,12,1,1,test,run_20260201_220716
28,28_c01,In search of the castaways,12,3,1,test,run_20260201_220716
28,28_c02,In search of the castaways,12,3,1,test,run_20260201_220716
28,28_c03,In search of the castaways,12,3,1,test,run_20260201_220716
28,28_c04,In search of the castaways,12,3,1,test,run_20260201_220716
101,101_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
101,101_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
91,91_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
91,91_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
91,91_c03,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
24,24_c01,In search of the castaways,12,2,1,test,run_20260201_220716
24,24_c02,In search of the castaways,12,3,1,test,run_20260201_220716
119,119_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
119,119_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
93,93_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
93,93_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
72,72_c01,In search of the castaways,12,1,1,test,run_20260201_220716
72,72_c02,In search of the castaways,12,1,1,test,run_20260201_220716
16,16_c01,In search of the castaways,12,3,1,test,run_20260201_220716
16,16_c02,In search of the castaways,12,3,1,test,run_20260201_220716
30,30_c01,In search of the castaways,12,2,1,test,run_20260201_220716
30,30_c02,In search of the castaways,12,3,1,test,run_20260201_220716
30,30_c03,In search of the castaways,12,3,1,test,run_20260201_220716
30,30_c04,In search of the castaways,12,3,1,test,run_20260201_220716
97,97_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
97,97_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
22,22_c01,In search of the castaways,12,3,1,test,run_20260201_220716
22,22_c02,In search of the castaways,12,2,1,test,run_20260201_220716
22,22_c03,In search of the castaways,12,2,1,test,run_20260201_220716
53,53_c01,In search of the castaways,12,2,1,test,run_20260201_220716
53,53_c02,In search of the castaways,12,3,1,test,run_20260201_220716
53,53_c03,In search of the castaways,12,3,1,test,run_20260201_220716
58,58_c01,In search of the castaways,12,2,1,test,run_20260201_220716
58,58_c02,In search of the castaways,12,3,1,test,run_20260201_220716
58,58_c03,In search of the castaways,12,3,1,test,run_20260201_220716
81,81_c01,In search of the castaways,12,1,1,test,run_20260201_220716
81,81_c02,In search of the castaways,12,1,1,test,run_20260201_220716
81,81_c03,In search of the castaways,12,1,1,test,run_20260201_220716
81,81_c04,In search of the castaways,12,1,1,test,run_20260201_220716
47,47_c01,In search of the castaways,12,3,1,test,run_20260201_220716
47,47_c02,In search of the castaways,12,2,1,test,run_20260201_220716
7,7_c01,In search of the castaways,12,2,1,test,run_20260201_220716
7,7_c02,In search of the castaways,12,3,1,test,run_20260201_220716
7,7_c03,In search of the castaways,12,3,1,test,run_20260201_220716
121,121_c01,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
121,121_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
129,129_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
51,51_c01,In search of the castaways,12,2,1,test,run_20260201_220716
51,51_c02,In search of the castaways,12,2,1,test,run_20260201_220716
127,127_c01,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
133,133_c01,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
133,133_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
52,52_c01,In search of the castaways,12,2,1,test,run_20260201_220716
52,52_c02,In search of the castaways,12,2,1,test,run_20260201_220716
114,114_c01,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
114,114_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
2,2_c01,In search of the castaways,12,2,1,test,run_20260201_220716
2,2_c02,In search of the castaways,12,2,1,test,run_20260201_220716
2,2_c03,In search of the castaways,12,2,1,test,run_20260201_220716
33,33_c01,In search of the castaways,12,3,1,test,run_20260201_220716
15,15_c01,In search of the castaways,12,2,1,test,run_20260201_220716
82,82_c01,In search of the castaways,12,2,1,test,run_20260201_220716
82,82_c02,In search of the castaways,12,2,1,test,run_20260201_220716
82,82_c03,In search of the castaways,12,1,1,test,run_20260201_220716
37,37_c01,In search of the castaways,12,3,1,test,run_20260201_220716
37,37_c02,In search of the castaways,12,3,1,test,run_20260201_220716
37,37_c03,In search of the castaways,12,3,1,test,run_20260201_220716
37,37_c04,In search of the castaways,12,3,1,test,run_20260201_220716
37,37_c05,In search of the castaways,12,3,1,test,run_20260201_220716
37,37_c06,In search of the castaways,12,3,1,test,run_20260201_220716
3,3_c01,In search of the castaways,12,3,1,test,run_20260201_220716
3,3_c02,In search of the castaways,12,2,1,test,run_20260201_220716
103,103_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
103,103_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
94,94_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
94,94_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
85,85_c01,In search of the castaways,12,1,1,test,run_20260201_220716
85,85_c02,In search of the castaways,12,1,1,test,run_20260201_220716
21,21_c01,In search of the castaways,12,3,1,test,run_20260201_220716
21,21_c02,In search of the castaways,12,3,1,test,run_20260201_220716
49,49_c01,In search of the castaways,12,2,1,test,run_20260201_220716
140,140_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
140,140_c02,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
64,64_c01,In search of the castaways,12,3,1,test,run_20260201_220716
64,64_c02,In search of the castaways,12,2,1,test,run_20260201_220716
64,64_c03,In search of the castaways,12,3,1,test,run_20260201_220716
131,131_c01,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
131,131_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
61,61_c01,In search of the castaways,12,3,1,test,run_20260201_220716
61,61_c02,In search of the castaways,12,2,1,test,run_20260201_220716
86,86_c01,In search of the castaways,12,1,1,test,run_20260201_220716
86,86_c02,In search of the castaways,12,1,1,test,run_20260201_220716
86,86_c03,In search of the castaways,12,1,1,test,run_20260201_220716
38,38_c01,In search of the castaways,12,3,1,test,run_20260201_220716
38,38_c02,In search of the castaways,12,3,1,test,run_20260201_220716
38,38_c03,In search of the castaways,12,3,1,test,run_20260201_220716
132,132_c01,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
132,132_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
77,77_c01,In search of the castaways,12,2,1,test,run_20260201_220716
70,70_c01,In search of the castaways,12,1,1,test,run_20260201_220716
70,70_c02,In search of the castaways,12,1,1,test,run_20260201_220716
70,70_c03,In search of the castaways,12,2,1,test,run_20260201_220716
70,70_c04,In search of the castaways,12,1,1,test,run_20260201_220716
115,115_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
115,115_c02,The Count of Monte Cristo,12,2,1,test,run_20260201_220716
78,78_c01,In search of the castaways,12,1,1,test,run_20260201_220716
78,78_c02,In search of the castaways,12,2,1,test,run_20260201_220716
78,78_c03,In search of the castaways,12,1,1,test,run_20260201_220716
78,78_c04,In search of the castaways,12,1,1,test,run_20260201_220716
78,78_c05,In search of the castaways,12,2,1,test,run_20260201_220716
87,87_c01,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
87,87_c02,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
87,87_c03,The Count of Monte Cristo,12,3,1,test,run_20260201_220716
75,75_c01,In search of the castaways,12,1,1,test,run_20260201_220716
75,75_c02,In search of the castaways,12,1,1,test,run_20260201_220716
75,75_c03,In search of the castaways,12,1,1,test,run_20260201_220716
44,44_c01,In search of the castaways,12,3,1,test,run_20260201_220716
44,44_c02,In search of the castaways,12,3,1,test,run_20260201_220716
44,44_c03,In search of the castaways,12,3,1,test,run_20260201_220716
