id,prediction,split,dossier_path
42,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/42.md
43,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/43.md
44,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/44.md
45,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/45.md
46,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/46.md
47,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/47.md
48,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/48.md
49,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/49.md
50,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/50.md
51,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/51.md
52,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/52.md
53,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/53.md
54,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/54.md
55,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/55.md
56,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/56.md
57,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/57.md
58,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/58.md
59,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/59.md
60,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/60.md
61,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/61.md
62,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/62.md
63,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/63.md
64,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/64.md
65,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/65.md
66,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/66.md
67,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/67.md
68,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/68.md
69,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/69.md
70,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/70.md
71,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/71.md
72,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/72.md
73,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/73.md
74,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/74.md
75,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/75.md
76,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/76.md
77,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/77.md
78,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/78.md
79,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/79.md
80,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/80.md
81,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/81.md
82,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/82.md
83,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/83.md
84,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/84.md
85,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/85.md
86,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/86.md
87,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/87.md
88,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/88.md
89,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/89.md
90,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/90.md
91,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/91.md
92,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/92.md
93,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/93.md
94,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/94.md
95,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/95.md
96,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/96.md
97,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/97.md
98,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/98.md
99,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/99.md
100,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/100.md
101,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/101.md
102,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/102.md
103,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/103.md
104,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/104.md
105,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/105.md
106,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/106.md
107,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/107.md
108,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/108.md
109,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/109.md
110,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/110.md
111,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/111.md
112,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/112.md
113,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/113.md
114,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/114.md
115,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/115.md
116,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/116.md
117,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/117.md
118,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/118.md
119,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/119.md
120,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/120.md
121,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/121.md
122,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/122.md
123,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/123.md
124,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/124.md
125,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/125.md
126,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/126.md
127,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/127.md
128,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/128.md
129,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/129.md
130,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/130.md
131,1,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/131.md
132,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/132.md
133,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/133.md
134,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/134.md
135,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/135.md
136,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/136.md
137,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/137.md
138,1,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/138.md
139,0,train,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/139.md
140,0,test,/workspace/kdsh_trackA_data_centric/data/gold/run_id=run_20260112_111511/dossier/140.md
