id,claim_id,book_name,k_found,buckets_covered,unique_chapters,split,run_id
6,6_c02,In search of the castaways,12,2,1,train,run_20260224_144517
6,6_c03,In search of the castaways,12,2,1,train,run_20260224_144517
6,6_c04,In search of the castaways,12,2,1,train,run_20260224_144517
76,76_c01,In search of the castaways,12,2,1,train,run_20260224_144517
76,76_c02,In search of the castaways,12,1,1,train,run_20260224_144517
17,17_c01,In search of the castaways,12,3,1,train,run_20260224_144517
17,17_c02,In search of the castaways,12,3,1,train,run_20260224_144517
17,17_c03,In search of the castaways,12,2,1,train,run_20260224_144517
17,17_c04,In search of the castaways,12,3,1,train,run_20260224_144517
20,20_c01,In search of the castaways,12,2,1,train,run_20260224_144517
20,20_c02,In search of the castaways,12,3,1,train,run_20260224_144517
10,10_c01,In search of the castaways,12,2,1,train,run_20260224_144517
10,10_c02,In search of the castaways,12,2,1,train,run_20260224_144517
122,122_c01,The Count of Monte Cristo,12,2,1,train,run_20260224_144517
62,62_c01,In search of the castaways,12,3,1,train,run_20260224_144517
62,62_c02,In search of the castaways,12,3,1,train,run_20260224_144517
62,62_c03,In search of the castaways,12,3,1,train,run_20260224_144517
36,36_c01,In search of the castaways,12,3,1,train,run_20260224_144517
73,73_c01,In search of the castaways,12,1,1,train,run_20260224_144517
98,98_c01,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
25,25_c01,In search of the castaways,12,2,1,train,run_20260224_144517
25,25_c02,In search of the castaways,12,2,1,train,run_20260224_144517
120,120_c01,The Count of Monte Cristo,12,2,1,train,run_20260224_144517
120,120_c02,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
105,105_c01,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
57,57_c01,In search of the castaways,12,3,1,train,run_20260224_144517
57,57_c02,In search of the castaways,12,3,1,train,run_20260224_144517
106,106_c01,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
106,106_c02,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
106,106_c03,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
118,118_c01,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
118,118_c02,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
126,126_c01,The Count of Monte Cristo,12,2,1,train,run_20260224_144517
126,126_c02,The Count of Monte Cristo,12,2,1,train,run_20260224_144517
4,4_c01,In search of the castaways,12,3,1,train,run_20260224_144517
4,4_c02,In search of the castaways,12,2,1,train,run_20260224_144517
125,125_c01,The Count of Monte Cristo,12,2,1,train,run_20260224_144517
125,125_c02,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
40,40_c01,In search of the castaways,12,3,1,train,run_20260224_144517
40,40_c02,In search of the castaways,12,3,1,train,run_20260224_144517
96,96_c01,The Count of Monte Cristo,12,2,1,train,run_20260224_144517
96,96_c02,The Count of Monte Cristo,12,2,1,train,run_20260224_144517
45,45_c01,In search of the castaways,12,2,1,train,run_20260224_144517
45,45_c02,In search of the castaways,12,3,1,train,run_20260224_144517
45,45_c03,In search of the castaways,12,3,1,train,run_20260224_144517
54,54_c01,In search of the castaways,12,3,1,train,run_20260224_144517
54,54_c02,In search of the castaways,12,2,1,train,run_20260224_144517
54,54_c03,In search of the castaways,12,3,1,train,run_20260224_144517
8,8_c01,In search of the castaways,12,3,1,train,run_20260224_144517
8,8_c02,In search of the castaways,12,2,1,train,run_20260224_144517
32,32_c01,In search of the castaways,12,3,1,train,run_20260224_144517
32,32_c02,In search of the castaways,12,3,1,train,run_20260224_144517
14,14_c01,In search of the castaways,12,2,1,train,run_20260224_144517
14,14_c02,In search of the castaways,12,3,1,train,run_20260224_144517
14,14_c03,In search of the castaways,12,3,1,train,run_20260224_144517
63,63_c01,In search of the castaways,12,3,1,train,run_20260224_144517
41,41_c01,In search of the castaways,12,3,1,train,run_20260224_144517
41,41_c02,In search of the castaways,12,3,1,train,run_20260224_144517
41,41_c03,In search of the castaways,12,3,1,train,run_20260224_144517
23,23_c01,In search of the castaways,12,2,1,train,run_20260224_144517
23,23_c02,In search of the castaways,12,2,1,train,run_20260224_144517
23,23_c03,In search of the castaways,12,2,1,train,run_20260224_144517
90,90_c01,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
90,90_c02,The Count of Monte Cristo,12,2,1,train,run_20260224_144517
100,100_c01,The Count of Monte Cristo,12,2,1,train,run_20260224_144517
100,100_c02,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
138,138_c01,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
138,138_c02,The Count of Monte Cristo,12,2,1,train,run_20260224_144517
138,138_c03,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
130,130_c01,The Count of Monte Cristo,12,3,1,train,run_20260224_144517
48,48_c01,In search of the castaways,12,3,1,train,run_20260224_144517
48,48_c02,In search of the castaways,12,3,1,train,run_20260224_144517
95,95_c01,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
95,95_c02,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
95,95_c03,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
136,136_c01,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
136,136_c02,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
59,59_c01,In search of the castaways,12,3,1,test,run_20260224_144517
59,59_c02,In search of the castaways,12,3,1,test,run_20260224_144517
60,60_c01,In search of the castaways,12,3,1,test,run_20260224_144517
60,60_c02,In search of the castaways,12,3,1,test,run_20260224_144517
124,124_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
111,111_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
135,135_c01,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
135,135_c02,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
135,135_c03,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
27,27_c01,In search of the castaways,12,2,1,test,run_20260224_144517
27,27_c02,In search of the castaways,12,3,1,test,run_20260224_144517
110,110_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
110,110_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
110,110_c03,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
42,42_c01,In search of the castaways,12,3,1,test,run_20260224_144517
42,42_c02,In search of the castaways,12,3,1,test,run_20260224_144517
42,42_c03,In search of the castaways,12,3,1,test,run_20260224_144517
56,56_c01,In search of the castaways,12,2,1,test,run_20260224_144517
56,56_c02,In search of the castaways,12,3,1,test,run_20260224_144517
80,80_c01,In search of the castaways,12,1,1,test,run_20260224_144517
80,80_c02,In search of the castaways,12,1,1,test,run_20260224_144517
80,80_c03,In search of the castaways,12,1,1,test,run_20260224_144517
80,80_c04,In search of the castaways,12,1,1,test,run_20260224_144517
80,80_c05,In search of the castaways,12,1,1,test,run_20260224_144517
80,80_c06,In search of the castaways,12,1,1,test,run_20260224_144517
28,28_c01,In search of the castaways,12,3,1,test,run_20260224_144517
28,28_c02,In search of the castaways,12,3,1,test,run_20260224_144517
28,28_c03,In search of the castaways,12,3,1,test,run_20260224_144517
28,28_c04,In search of the castaways,12,3,1,test,run_20260224_144517
101,101_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
101,101_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
91,91_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
91,91_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
91,91_c03,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
24,24_c01,In search of the castaways,12,2,1,test,run_20260224_144517
24,24_c02,In search of the castaways,12,3,1,test,run_20260224_144517
119,119_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
119,119_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
93,93_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
93,93_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
72,72_c01,In search of the castaways,12,1,1,test,run_20260224_144517
72,72_c02,In search of the castaways,12,1,1,test,run_20260224_144517
16,16_c01,In search of the castaways,12,3,1,test,run_20260224_144517
16,16_c02,In search of the castaways,12,3,1,test,run_20260224_144517
30,30_c01,In search of the castaways,12,2,1,test,run_20260224_144517
30,30_c02,In search of the castaways,12,3,1,test,run_20260224_144517
30,30_c03,In search of the castaways,12,3,1,test,run_20260224_144517
30,30_c04,In search of the castaways,12,3,1,test,run_20260224_144517
97,97_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
97,97_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
22,22_c01,In search of the castaways,12,3,1,test,run_20260224_144517
22,22_c02,In search of the castaways,12,2,1,test,run_20260224_144517
22,22_c03,In search of the castaways,12,2,1,test,run_20260224_144517
53,53_c01,In search of the castaways,12,2,1,test,run_20260224_144517
53,53_c02,In search of the castaways,12,3,1,test,run_20260224_144517
53,53_c03,In search of the castaways,12,3,1,test,run_20260224_144517
58,58_c01,In search of the castaways,12,2,1,test,run_20260224_144517
58,58_c02,In search of the castaways,12,3,1,test,run_20260224_144517
58,58_c03,In search of the castaways,12,3,1,test,run_20260224_144517
81,81_c01,In search of the castaways,12,1,1,test,run_20260224_144517
81,81_c02,In search of the castaways,12,1,1,test,run_20260224_144517
81,81_c03,In search of the castaways,12,1,1,test,run_20260224_144517
81,81_c04,In search of the castaways,12,1,1,test,run_20260224_144517
47,47_c01,In search of the castaways,12,3,1,test,run_20260224_144517
47,47_c02,In search of the castaways,12,2,1,test,run_20260224_144517
7,7_c01,In search of the castaways,12,2,1,test,run_20260224_144517
7,7_c02,In search of the castaways,12,3,1,test,run_20260224_144517
7,7_c03,In search of the castaways,12,3,1,test,run_20260224_144517
121,121_c01,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
121,121_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
129,129_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
51,51_c01,In search of the castaways,12,2,1,test,run_20260224_144517
51,51_c02,In search of the castaways,12,2,1,test,run_20260224_144517
127,127_c01,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
133,133_c01,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
133,133_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
52,52_c01,In search of the castaways,12,2,1,test,run_20260224_144517
52,52_c02,In search of the castaways,12,2,1,test,run_20260224_144517
114,114_c01,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
114,114_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
2,2_c01,In search of the castaways,12,2,1,test,run_20260224_144517
2,2_c02,In search of the castaways,12,2,1,test,run_20260224_144517
2,2_c03,In search of the castaways,12,2,1,test,run_20260224_144517
33,33_c01,In search of the castaways,12,3,1,test,run_20260224_144517
15,15_c01,In search of the castaways,12,2,1,test,run_20260224_144517
82,82_c01,In search of the castaways,12,2,1,test,run_20260224_144517
82,82_c02,In search of the castaways,12,2,1,test,run_20260224_144517
82,82_c03,In search of the castaways,12,1,1,test,run_20260224_144517
37,37_c01,In search of the castaways,12,3,1,test,run_20260224_144517
37,37_c02,In search of the castaways,12,3,1,test,run_20260224_144517
37,37_c03,In search of the castaways,12,3,1,test,run_20260224_144517
37,37_c04,In search of the castaways,12,3,1,test,run_20260224_144517
37,37_c05,In search of the castaways,12,3,1,test,run_20260224_144517
37,37_c06,In search of the castaways,12,3,1,test,run_20260224_144517
3,3_c01,In search of the castaways,12,3,1,test,run_20260224_144517
3,3_c02,In search of the castaways,12,2,1,test,run_20260224_144517
103,103_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
103,103_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
94,94_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
94,94_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
85,85_c01,In search of the castaways,12,1,1,test,run_20260224_144517
85,85_c02,In search of the castaways,12,1,1,test,run_20260224_144517
21,21_c01,In search of the castaways,12,3,1,test,run_20260224_144517
21,21_c02,In search of the castaways,12,3,1,test,run_20260224_144517
49,49_c01,In search of the castaways,12,2,1,test,run_20260224_144517
140,140_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
140,140_c02,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
64,64_c01,In search of the castaways,12,3,1,test,run_20260224_144517
64,64_c02,In search of the castaways,12,2,1,test,run_20260224_144517
64,64_c03,In search of the castaways,12,3,1,test,run_20260224_144517
131,131_c01,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
131,131_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
61,61_c01,In search of the castaways,12,3,1,test,run_20260224_144517
61,61_c02,In search of the castaways,12,2,1,test,run_20260224_144517
86,86_c01,In search of the castaways,12,1,1,test,run_20260224_144517
86,86_c02,In search of the castaways,12,1,1,test,run_20260224_144517
86,86_c03,In search of the castaways,12,1,1,test,run_20260224_144517
38,38_c01,In search of the castaways,12,3,1,test,run_20260224_144517
38,38_c02,In search of the castaways,12,3,1,test,run_20260224_144517
38,38_c03,In search of the castaways,12,3,1,test,run_20260224_144517
132,132_c01,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
132,132_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
77,77_c01,In search of the castaways,12,2,1,test,run_20260224_144517
70,70_c01,In search of the castaways,12,1,1,test,run_20260224_144517
70,70_c02,In search of the castaways,12,1,1,test,run_20260224_144517
70,70_c03,In search of the castaways,12,2,1,test,run_20260224_144517
70,70_c04,In search of the castaways,12,1,1,test,run_20260224_144517
115,115_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
115,115_c02,The Count of Monte Cristo,12,2,1,test,run_20260224_144517
78,78_c01,In search of the castaways,12,1,1,test,run_20260224_144517
78,78_c02,In search of the castaways,12,2,1,test,run_20260224_144517
78,78_c03,In search of the castaways,12,1,1,test,run_20260224_144517
78,78_c04,In search of the castaways,12,1,1,test,run_20260224_144517
78,78_c05,In search of the castaways,12,2,1,test,run_20260224_144517
87,87_c01,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
87,87_c02,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
87,87_c03,The Count of Monte Cristo,12,3,1,test,run_20260224_144517
75,75_c01,In search of the castaways,12,1,1,test,run_20260224_144517
75,75_c02,In search of the castaways,12,1,1,test,run_20260224_144517
75,75_c03,In search of the castaways,12,1,1,test,run_20260224_144517
44,44_c01,In search of the castaways,12,3,1,test,run_20260224_144517
44,44_c02,In search of the castaways,12,3,1,test,run_20260224_144517
44,44_c03,In search of the castaways,12,3,1,test,run_20260224_144517
